Iteration 0:
0.000003 0.000004 0.000014
0.000003 0.000001 0.000008
0.000001 -0.000002 0.000007
0.000002 0.000006 0.000019
0.000001 0.000000 0.000002
0.000001 -0.000004 0.000011
0.000002 0.000004 0.000012
0.000000 0.000179 0.000506
0.000004 0.000001 0.000011
-0.000000 -0.000001 0.000003
0.000002 0.000001 0.000007
-0.000004 -0.000001 0.000012
0.000001 -0.000001 0.000004
0.000012 -0.000001 0.000034
0.000007 0.000004 0.000021
0.000000 0.000058 0.000165
0.000001 0.000000 0.000003
0.000008 -0.000000 0.000024
0.000001 -0.000001 0.000005
0.000004 0.000011 0.000034
0.000001 0.000003 0.000009
0.000008 0.000005 0.000026
-0.000016 -0.000000 0.000044
-0.000006 -0.000000 0.000016
0.000000 -0.000001 0.000003
0.000001 -0.000007 0.000019
0.000001 0.000001 0.000004
0.000005 -0.000009 0.000029
-0.000001 -0.000000 0.000002
0.000002 0.000001 0.000005
-0.000000 0.000020 0.000057
0.000055 -0.000004 0.000156
0.000001 -0.000004 0.000011
0.000003 0.000034 0.000097
0.000003 0.000001 0.000010
0.000002 -0.000000 0.000006
0.000001 0.000002 0.000007
-0.000004 -0.000014 0.000041
Iteration 18:
-0.000019 -0.000003 0.000053
-0.000000 -0.000001 0.000002
0.000015 -0.000001 0.000041
0.000001 -0.000001 0.000003
0.000001 -0.000001 0.000003
0.000001 -0.000001 0.000002
-0.000001 -0.000001 0.000003
0.000008 -0.000000 0.000023
-0.000000 0.000008 0.000023
-0.000001 -0.000001 0.000003
0.000000 0.000000 0.000001
-0.000000 0.000000 0.000001
-0.000001 -0.000002 0.000005
0.000001 -0.000001 0.000003
-0.000000 0.000001 0.000002
-0.000001 0.000003 0.000007
-0.000001 -0.000001 0.000004
-0.000001 -0.000001 0.000005
-0.000001 0.000000 0.000002
-0.000000 0.000037 0.000104
0.000003 -0.000001 0.000008
-0.000000 -0.000001 0.000002
-0.000004 -0.000001 0.000012
-0.000003 -0.000000 0.000008
-0.000002 0.000000 0.000005
-0.000010 -0.000000 0.000027
0.000000 -0.000003 0.000007
-0.000001 -0.000007 0.000019
0.000001 -0.000000 0.000003
0.000008 -0.000000 0.000022
0.000000 -0.000000 0.000001
-0.000000 -0.000005 0.000015
-0.000001 0.000003 0.000008
-0.000003 -0.000002 0.000011
0.000005 -0.000001 0.000015
0.000003 -0.000000 0.000009
-0.000000 -0.000000 0.000002
0.000000 -0.000006 0.000016
-0.000001 -0.000000 0.000002
-0.000001 0.000004 0.000012
-0.000000 -0.000000 0.000001
-0.000002 -0.000001 0.000005
-0.000001 0.000004 0.000012
-0.000047 -0.000003 0.000134
0.000001 0.000001 0.000003
-0.000001 -0.000047 0.000132
-0.000005 0.000002 0.000015
0.000002 -0.000000 0.000006
-0.000000 0.000000 0.000001
0.000003 0.000011 0.000033
Iteration 19:
0.000003 0.000000 0.000008
0.000000 -0.000000 0.000001
0.000006 -0.000000 0.000018
0.000000 -0.000000 0.000001
-0.000000 -0.000001 0.000002
0.000000 -0.000001 0.000002
0.000000 0.000000 0.000002
-0.000003 -0.000000 0.000008
-0.000000 0.000003 0.000008
-0.000000 0.000000 0.000001
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000001
-0.000000 0.000000 0.000001
-0.000000 -0.000001 0.000002
-0.000000 0.000000 0.000001
0.000000 -0.000003 0.000010
0.000000 0.000001 0.000003
0.000000 -0.000001 0.000004
0.000000 0.000000 0.000001
0.000000 -0.000006 0.000016
0.000002 -0.000001 0.000005
0.000000 -0.000000 0.000001
-0.000002 -0.000000 0.000006
-0.000003 0.000000 0.000008
0.000000 0.000000 0.000001
0.000003 0.000000 0.000007
-0.000000 0.000001 0.000001
0.000000 0.000005 0.000014
-0.000001 0.000000 0.000002
0.000001 0.000000 0.000004
0.000000 -0.000000 0.000000
-0.000000 0.000002 0.000005
0.000000 0.000002 0.000005
-0.000003 0.000000 0.000009
-0.000002 -0.000000 0.000005
-0.000001 0.000000 0.000003
0.000000 -0.000000 0.000001
0.000000 0.000002 0.000004
0.000000 -0.000000 0.000000
-0.000001 0.000002 0.000005
-0.000000 -0.000000 0.000001
0.000002 -0.000001 0.000005
-0.000000 -0.000004 0.000010
-0.000003 0.000000 0.000010
0.000000 0.000000 0.000001
-0.000000 -0.000026 0.000073
-0.000003 -0.000001 0.000009
-0.000000 -0.000000 0.000001
-0.000000 0.000000 0.000000
-0.000001 0.000004 0.000012
Iteration 20:
-0.000001 -0.000000 0.000002
-0.000000 -0.000000 0.000000
-0.000007 0.000000 0.000018
0.000000 0.000000 0.000001
0.000000 -0.000000 0.000001
0.000000 -0.000000 0.000000
0.000001 0.000000 0.000001
0.000000 -0.000000 0.000000
-0.000000 -0.000002 0.000007
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000001
0.000000 0.000000 0.000001
0.000000 -0.000001 0.000002
0.000000 -0.000000 0.000001
0.000000 -0.000001 0.000003
0.000000 0.000001 0.000003
0.000000 -0.000001 0.000001
0.000000 0.000000 0.000001
0.000000 -0.000006 0.000017
-0.000001 0.000000 0.000003
0.000000 -0.000000 0.000000
0.000002 -0.000000 0.000005
-0.000000 0.000000 0.000001
0.000000 0.000000 0.000000
0.000001 0.000000 0.000003
0.000000 -0.000000 0.000000
0.000000 -0.000001 0.000004
-0.000000 -0.000000 0.000001
0.000002 -0.000000 0.000006
0.000000 -0.000000 0.000000
0.000000 -0.000001 0.000003
0.000000 -0.000001 0.000003
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000001
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000001
0.000000 -0.000000 0.000000
0.000001 0.000001 0.000002
-0.000000 -0.000000 0.000000
0.000001 0.000000 0.000002
0.000000 0.000001 0.000002
0.000002 0.000000 0.000006
-0.000000 -0.000000 0.000000
0.000000 0.000010 0.000028
-0.000001 0.000000 0.000003
-0.000000 0.000000 0.000001
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000001
Iteration 21:
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000001 -0.000000 0.000003
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000001
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000001
0.000000 -0.000001 0.000003
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000001
0.000000 -0.000001 0.000002
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000001
-0.000000 0.000002 0.000005
0.000001 -0.000000 0.000004
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000001
0.000000 0.000000 0.000001
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000001
0.000000 -0.000000 0.000000
0.000000 0.000001 0.000002
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000001
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000001
0.000000 0.000000 0.000001
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000001
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000001
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000001
0.000000 -0.000000 0.000000
-0.000001 -0.000000 0.000003
-0.000000 -0.000000 0.000000
0.000000 -0.000001 0.000003
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
Iteration 22:
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000001 -0.000000 0.000002
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000001
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000001
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000001
-0.000002 -0.000000 0.000005
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
Iteration 23:
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000001 -0.000000 0.000001
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000002 -0.000000 0.000005
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
Iteration 24:
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000001
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000001 0.000000 0.000004
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
Iteration 25:
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000001 0.000000 0.000002
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
Iteration 26:
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
Iteration 27:
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
Iteration 28:
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
Iteration 29:
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
Iteration 30:
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
Iteration 31:
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
Iteration 32:
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
Iteration 33:
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
Iteration 34:
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
-0.000000 -0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
-0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 0.000000 0.000000
-0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
0.000000 -0.000000 0.000000
